TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,bus_LOS_best_line,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_LOS_best_line,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
1719,4,14,10007 10070 10071 10072 10078 10146 10332 11331 11339 12181 13110 30027 40074 52005,153,56,1.07,7.50,87,61,68.30,17.91,A,A,2,1,52005,20,8,7.50,7.50,15,15,286.22,8.95,A,A,1,Metronit 5 (orange),,
113,1,1,23008,9,3,20.00,20.00,9,9,490.34,1.21,C,C,0,0,,0,0,,,0,0,17101.41,0.00,no service,no service,0,,,
2013,4,7,18009 19033 23045 27036 30092 37091 56081,59,22,2.73,15.00,32,32,81.31,25.28,A,B,0,0,,0,0,,,0,0,20805.77,0.00,no service,no service,0,,217.00,Nazareth
710,2,1,49014,20,7,8.57,15.00,13,13,437.60,4.70,A,B,0,0,,0,0,,,0,0,1320.38,0.00,no service,no service,0,,,
724,0,0,,0,0,,,0,0,762.39,0.00,no service,no service,0,0,,0,0,,,0,0,1810.13,0.00,no service,no service,0,,,
924,0,0,,0,0,,,0,0,485.54,0.00,no service,no service,0,0,,0,0,,,0,0,2737.40,0.00,no service,no service,0,,214.00,KiryatAta North-East
916,0,0,,0,0,,,0,0,301.84,0.00,no service,no service,0,0,,0,0,,,0,0,814.64,0.00,no service,no service,0,,,
1226,3,1,37018,10,4,15.00,15.00,5,5,271.98,4.08,B,B,0,0,,0,0,,,0,0,2182.86,0.00,no service,no service,0,,,
1227,0,0,,0,0,,,0,0,273.48,0.00,no service,no service,0,0,,0,0,,,0,0,1801.07,0.00,no service,no service,0,,,
1215,0,0,,0,0,,,0,0,367.44,0.00,no service,no service,0,0,,0,0,,,0,0,456.32,0.00,no service,no service,0,,206.00,BatGalim-KiryatEliezer
717,4,1,49014,21,8,7.50,15.00,13,13,202.25,10.29,A,B,0,0,,0,0,,,0,0,960.65,0.00,no service,no service,0,,,
918,0,0,,0,0,,,0,0,612.51,0.00,no service,no service,0,0,,0,0,,,0,0,733.16,0.00,no service,no service,0,,213.00,KiryatAta North
718,2,10,10265 10342 11167 11170 11344 11434 13171 16157 16353 17151,44,18,3.33,30.00,94,74,461.30,1.92,A,D,0,0,,0,0,,,0,0,1829.76,0.00,no service,no service,0,,,
1519,5,8,10029 10043 10123 10132 10133 12011 37044 51054,80,31,1.94,8.57,31,29,34.04,22.40,A,A,0,0,,0,0,,,0,0,730.93,0.00,no service,no service,0,,202.00,Matam-NeotPeres
1516,5,5,10030 10043 10115 11003 13112,119,41,1.46,10.00,58,46,81.51,10.44,A,A,0,0,,0,0,,,0,0,588.23,0.00,no service,no service,0,,202.00,Matam-NeotPeres
213,1,1,24060,4,1,60.00,60.00,6,6,365.38,1.04,E,E,0,0,,0,0,,,0,0,9035.63,0.00,no service,no service,0,,,
1726,3,13,10040 10115 10123 10131 10132 10133 10332 11331 13110 52005 67002 67003 83001,288,112,0.54,4.00,115,87,64.80,59.21,A,A,2,4,52005 67002 67003 83001,159,63,0.95,4.00,54,48,88.69,39.47,A,A,1,Metronit 5 (orange); Metronit 2 (blue); Metronit 3 (green); Metronit 1 (red),209.00,Namal-Giborim
1728,6,16,10040 10042 10098 10115 10131 10132 10133 13110 13112 16097 24085 42084 43086 44087 52005 67003,192,73,0.82,4.29,96,86,62.73,106.31,A,A,2,2,52005 67003,53,22,2.73,4.29,30,24,62.73,35.44,A,A,1,Metronit 5 (orange); Metronit 3 (green),,
1740,2,29,10016 10017 10018 10019 10020 10028 10036 10038 10076 10077 10083 10123 10783 10970 10972 11080 11081 11096 12081 14217 15144 17145 19148 24085 42084 43086 44087 52082 80001,184,71,0.85,8.57,118,104,73.59,44.08,A,A,0,0,,0,0,,,0,0,867.23,0.00,no service,no service,0,,,
1742,0,0,,0,0,,,0,0,105.21,0.00,no service,no service,0,0,,0,0,,,0,0,819.99,0.00,no service,no service,0,,,
1743,3,4,10083 11009 11081 42084,6,3,20.00,60.00,8,8,120.96,35.90,C,E,0,0,,0,0,,,0,0,575.16,0.00,no service,no service,0,,,
226,3,6,10251 10271 10272 10361 16353 17151,36,12,5.00,15.00,46,27,267.61,5.20,A,B,0,0,,0,0,,,0,0,5098.64,0.00,no service,no service,0,,,
228,6,9,10251 10271 10272 13252 16353 16380 17151 17282 25284,64,21,2.86,10.00,76,52,648.36,4.14,A,A,0,0,,0,0,,,0,0,3376.21,0.00,no service,no service,0,,,
721,4,3,16157 17151 27024,26,8,7.50,12.00,44,33,26.39,11.10,A,B,0,0,,0,0,,,0,0,929.28,0.00,no service,no service,0,,,
206,0,0,,0,0,,,0,0,654.61,0.00,no service,no service,0,0,,0,0,,,0,0,4870.28,0.00,no service,no service,0,,,
245,3,6,10251 10271 13252 16353 17282 25284,50,19,3.16,10.00,54,45,1530.29,0.28,A,A,0,0,,0,0,,,0,0,2719.20,0.00,no service,no service,0,,,
722,0,0,,0,0,,,0,0,902.60,0.00,no service,no service,0,0,,0,0,,,0,0,931.74,0.00,no service,no service,0,,213.00,KiryatAta North
723,0,0,,0,0,,,0,0,702.77,0.00,no service,no service,0,0,,0,0,,,0,0,1478.01,0.00,no service,no service,0,,,
919,0,0,,0,0,,,0,0,539.75,0.00,no service,no service,0,0,,0,0,,,0,0,1097.57,0.00,no service,no service,0,,213.00,KiryatAta North
720,0,0,,0,0,,,0,0,481.29,0.00,no service,no service,0,0,,0,0,,,0,0,1573.73,0.00,no service,no service,0,,,
920,0,0,,0,0,,,0,0,306.45,0.00,no service,no service,0,0,,0,0,,,0,0,1687.33,0.00,no service,no service,0,,214.00,KiryatAta North-East
1223,0,0,,0,0,,,0,0,202.16,0.00,no service,no service,0,0,,0,0,,,0,0,202.16,0.00,no service,no service,0,,,
1811,2,12,10007 10070 10071 10072 10078 10146 10332 12181 13110 30027 40074 52005,120,46,1.30,6.67,83,61,156.61,6.58,A,A,2,1,52005,21,9,6.67,6.67,15,15,156.61,6.58,A,A,1,Metronit 5 (orange),,
1812,6,14,10007 10070 10071 10072 10078 10146 10332 11331 11339 12181 13110 30027 40074 52005,139,54,1.11,6.67,85,62,41.24,46.86,A,A,4,1,52005,21,9,6.67,6.67,15,15,41.24,31.24,A,A,1,Metronit 5 (orange),,
1813,0,0,,0,0,,,0,0,207.65,0.00,no service,no service,0,0,,0,0,,,0,0,207.65,0.00,no service,no service,0,,,
1814,0,0,,0,0,,,0,0,288.12,0.00,no service,no service,0,0,,0,0,,,0,0,288.12,0.00,no service,no service,0,,,
1524,2,2,10043 37044,29,11,5.45,20.00,31,30,290.13,5.74,A,C,0,0,,0,0,,,0,0,974.94,0.00,no service,no service,0,,202.00,Matam-NeotPeres
1638,0,0,,0,0,,,0,0,468.20,0.00,no service,no service,0,0,,0,0,,,0,0,1499.06,0.00,no service,no service,0,,202.00,Matam-NeotPeres
1641,5,11,10024 10029 10037 10082 10795 11095 11236 11791 14137 35058 51054,114,49,1.22,6.00,86,68,81.34,38.36,A,A,0,0,,0,0,,,0,0,1861.69,0.00,no service,no service,0,,,
1640,0,0,,0,0,,,0,0,310.70,0.00,no service,no service,0,0,,0,0,,,0,0,2657.66,0.00,no service,no service,0,,,
1751,1,1,11009,9,4,15.00,15.00,8,8,153.34,20.08,B,B,0,0,,0,0,,,0,0,1018.62,0.00,no service,no service,0,,,
1815,0,0,,0,0,,,0,0,516.99,0.00,no service,no service,0,0,,0,0,,,0,0,516.99,0.00,no service,no service,0,,,
2506,4,13,10060 10202 10694 10710 11070 13085 13701 19171 22003 26002 28084 32022 43023,35,16,3.75,30.00,34,33,319.09,6.37,A,D,0,0,,0,0,,,0,0,23738.44,0.00,no service,no service,0,,,
2420,4,7,10045 10046 10047 10049 13110 19148 37044,121,45,1.33,12.00,53,35,50.02,25.32,A,B,0,0,,0,0,,,0,0,2264.42,0.00,no service,no service,0,,201.00,TiratCarmel
2426,9,7,10045 10046 10049 13091 13110 19148 37044,80,33,1.82,12.00,19,19,166.57,32.03,A,B,0,0,,0,0,,,0,0,3845.50,0.00,no service,no service,0,,201.00,TiratCarmel
244,0,0,,0,0,,,0,0,765.92,0.00,no service,no service,0,0,,0,0,,,0,0,6966.17,0.00,no service,no service,0,,,
212,0,0,,0,0,,,0,0,883.28,0.00,no service,no service,0,0,,0,0,,,0,0,7512.26,0.00,no service,no service,0,,,
211,0,0,,0,0,,,0,0,721.08,0.00,no service,no service,0,0,,0,0,,,0,0,8105.48,0.00,no service,no service,0,,,
320,16,29,10265 10361 10500 10980 11056 12364 12503 13002 13003 14001 14004 16060 16065 16149 16380 17061 17066 17067 18030 18147 20040 20152 21093 25014 25015 26012 26052 73005 78008,214,87,0.69,8.57,134,69,99.08,20.27,A,A,0,0,,0,0,,,0,0,22074.18,0.00,no service,no service,0,,,
319,13,22,10265 13002 13003 14001 14004 15038 16037 16060 16065 16149 17061 17066 18147 20040 20152 25014 25015 26012 26052 30077 73005 78008,189,79,0.76,7.50,74,42,457.59,5.26,A,A,0,0,,0,0,,,0,0,22387.68,0.00,no service,no service,0,,,
207,13,3,19035 30055 46019,25,11,5.45,15.00,27,27,273.74,4.40,A,B,0,0,,0,0,,,0,0,14399.31,0.00,no service,no service,0,,,
1922,6,15,10335 11334 16025 16027 17024 17026 18030 19028 19031 19033 21022 21352 24018 28068 45087,91,32,1.88,15.00,92,46,85.44,4.25,A,B,0,0,,0,0,,,0,0,20161.30,0.00,no service,no service,0,,217.00,Nazareth
3211,8,7,12503 12558 16143 20103 25053 28111 34043,14,6,10.00,30.00,15,15,436.31,0.40,A,D,0,0,,0,0,,,0,0,50190.41,0.00,no service,no service,0,,,
3527,28,11,10432 12490 13488 14038 16123 19031 19037 19039 22033 26030 45025,30,10,6.00,30.00,52,28,715.18,0.89,A,D,0,0,,0,0,,,0,0,38625.70,0.00,no service,no service,0,,,
3524,26,21,10432 10537 10961 12490 13488 14038 16123 19031 20057 20060 22026 22051 22071 24024 24028 24063 26030 26072 27020 42023 45025,51,21,2.86,20.00,65,36,241.59,1.90,A,C,0,0,,0,0,,,0,0,42779.12,0.00,no service,no service,0,,,
3621,7,6,10843 11411 11412 14413 18151 19041,36,13,4.62,30.00,34,20,1803.73,0.26,A,D,0,0,,0,0,,,0,0,37711.73,0.00,no service,no service,0,,,
3623,23,9,11411 11412 11994 18151 19041 24019 32013 32014 32057,84,30,2.00,15.00,24,18,1036.93,1.29,A,B,0,0,,0,0,,,0,0,29138.42,0.00,no service,no service,0,,,
3531,8,10,10432 10843 10961 10966 18151 22026 24024 24028 31027 45025,25,10,6.00,20.00,41,27,507.73,0.59,A,C,0,0,,0,0,,,0,0,47694.50,0.00,no service,no service,0,,,
3915,5,1,12034,2,1,60.00,60.00,4,4,280.33,1.21,E,E,0,0,,0,0,,,0,0,29601.09,0.00,no service,no service,0,,,
